,Country Name,2005,2006,2007,2008,2009,2010
105,IDA only,5306330.40829182,5281634.24057484,5256938.15525532,5232241.85883045,5207545.8570528,5182849.70581532
106,Isle of Man,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697,34.6000003814697
107,India,677090.0,681252.03125,685413.984375,689576.015625,693737.96875,697900.0
108,Not classified,,,,,,
109,Ireland,6948.40026855469,7010.0,7071.50024414063,7133.200073242191,7194.7998046875,7256.30004882813
110,"Iran, Islamic Rep.",106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875,106919.8046875
111,Iraq,8250.0,8250.0,8250.0,8250.0,8250.0,8250.0
112,Iceland,365.0,377.40001678466797,389.799995422363,402.200012207031,414.599990844727,427.000007629395
113,Israel,1550.0,1548.00003051758,1546.00006103516,1543.99993896484,1541.99996948242,1540.0
114,Italy,87590.0,88127.998046875,88665.99609375,89204.00390625,89742.001953125,90280.0
115,Jamaica,3392.00012207031,3387.79998779297,3383.59985351563,3379.40002441406,3375.19989013672,3371.00006103516
116,Jordan,975.0,975.0,975.0,975.0,975.0,975.0
117,Japan,249350.0,249411.9921875,249474.00390625,249535.99609375,249598.0078125,249660.0
118,Kazakhstan,33370.0,33313.9990234375,33258.0004882813,33201.9995117188,33146.0009765625,33090.0
119,Kenya,40470.0,40836.0009765625,41202.001953125,41567.998046875,41933.9990234375,42300.0
120,Kyrgyz Republic,8692.999877929691,8308.400268554691,7923.80004882813,7539.199829101559,7154.600219726559,6770.0
121,Cambodia,107310.0,106035.99609375,104762.001953125,103487.998046875,102214.00390625,100940.0
122,Kiribati,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303,121.499996185303
123,St. Kitts and Nevis,110.0,110.0,110.0,110.0,110.0,110.0
124,"Korea, Rep.",62550.0,62483.9990234375,62417.998046875,62352.001953125,62286.0009765625,62220.0
125,Kuwait,55.500001907348604,56.9000005722046,58.2999992370605,59.699997901916504,61.10000133514399,62.5
126,Latin America & Caribbean (excluding high income),9322762.09651947,9286486.91820145,9250211.58601761,9213936.61031723,9177661.27939224,9141386.19903564
127,Lao PDR,168697.109375,170588.80859375,172480.5078125,174372.20703125,176263.90625,178155.60546875
128,Lebanon,1365.0,1365.8000183105498,1366.60003662109,1367.40005493164,1368.20007324219,1368.99993896484
129,Liberia,44790.0,44490.0,44190.0,43890.0,43590.0,43290.0
130,Libya,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0
131,St. Lucia,208.999996185303,208.400001525879,207.800006866455,207.199993133545,206.599998474121,206.000003814697
132,Latin America & Caribbean,9559278.89697224,9523659.51472431,9488039.77981001,9452420.51623732,9416800.78260094,9381181.49951607
133,Least developed countries: UN classification,5432211.10839367,5408151.22458935,5384091.44320965,5360031.57096386,5335971.87259197,5311912.00583935
134,Low income,3633750.0,3614429.95803833,3595110.03074646,3575789.96925354,3556470.04196167,3537150.0
135,Liechtenstein,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743,69.0000009536743
136,Sri Lanka,21180.0,21150.0,21120.0,21090.0,21060.0,21030.0
137,Lower middle income,6043501.60825253,6023787.8919363,6004074.11099911,5984360.3050375,5964646.60764217,5944932.90772915
138,Low & middle income,29874513.372426,29838390.4907465,29802267.1667719,29766144.3794489,29730021.496663105,29693898.6291742
139,Lesotho,430.0,432.000007629395,434.000015258789,435.999984741211,437.999992370605,440.0
140,Late-demographic dividend,17234489.5574656,17252934.7437039,17271379.1736975,17289824.4493142,17308269.1357175,17326714.2232123
141,Lithuania,21210.0,21308.000488281297,21406.0009765625,21503.9990234375,21601.999511718797,21700.0
142,Luxembourg,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422,866.999969482422
143,Latvia,32970.0,33083.9990234375,33198.0004882813,33311.9995117188,33426.0009765625,33540.0
144,"Macao SAR, China",,,,,,
145,St. Martin (French part),10.0,10.0,10.0,10.0,10.0,10.0
146,Morocco,54010.0,54552.001953125,55093.9990234375,55636.0009765625,56177.998046875,56720.0
147,Monaco,,,,,,
148,Moldova,3630.0,3676.00006103516,3722.00012207031,3767.99987792969,3813.99993896484,3860.0
149,Madagascar,128380.0,127810.0,127240.0,126670.0,126100.0,125530.0
150,Maldives,10.0,10.0,10.0,10.0,10.0,10.0
151,Middle East & North Africa,223641.004689038,225173.906894326,226706.904216409,228239.8051247,229772.80245155102,231305.804503858
152,Mexico,670830.0,669660.0,668490.0,667320.0,666150.0,664980.0
153,Marshall Islands,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228,126.400003433228
154,Middle income,26240763.372426,26223960.5327082,26207157.1360254,26190354.4101954,26173551.454701398,26156748.6291742
155,North Macedonia,9750.0,9795.99975585938,9842.000122070309,9887.999877929691,9934.00024414063,9980.0
156,Mali,55050.0,54260.0,53470.0,52680.0,51890.0,51100.0
157,Malta,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536,3.49999994039536
158,Myanmar,333210.0,330113.984375,327018.0078125,323921.9921875,320825.99609375,317730.0
159,Middle East & North Africa (excluding high income),209117.50468730897,210640.306887627,212163.104205132,213685.90526104,215208.702578545,216731.504626274
160,Montenegro,6260.0,6662.00012207031,7064.00024414063,7465.99975585938,7867.999877929691,8270.0
161,Mongolia,113080.0,116542.40234375,120004.8046875,123467.197265625,126929.599609375,130392.001953125
162,Northern Mariana Islands,311.399993896484,309.799995422363,308.099994659424,306.499996185303,304.799995422363,303.199996948242
163,Mozambique,400790.0,398576.015625,396361.9921875,394148.0078125,391933.984375,389720.0
164,Mauritania,2670.0,2620.0,2570.0,2520.0,2470.0,2420.0
165,Mauritius,382.000007629395,382.40001678466797,382.799987792969,383.199996948242,383.600006103516,384.000015258789
166,Malawi,34020.0,33690.0,33360.0,33030.0,32700.0,32370.0
167,Malaysia,208900.0,211368.0078125,213835.99609375,216304.00390625,218771.9921875,221240.0
168,North America,6523340.0,6530717.8125,6538095.9375,6545474.0625,6552852.1875,6560230.0
169,Namibia,76610.0,75867.998046875,75126.0009765625,74383.9990234375,73642.001953125,72900.0
170,New Caledonia,8390.0,8390.0,8390.0,8390.0,8390.0,8390.0
171,Niger,12660.0,12535.999755859399,12411.9995117188,12288.0004882813,12164.000244140601,12040.0
172,Nigeria,110890.0,106794.00390625,102697.998046875,98602.001953125,94505.99609375,90410.0
173,Nicaragua,34640.0,33940.0,33240.0,32540.0,31840.0,31140.0
174,Netherlands,3650.0,3666.00006103516,3682.00012207031,3697.99987792969,3713.99993896484,3730.0
175,Norway,120920.0,120940.0,120960.0,120980.0,121000.0,121020.0
176,Nepal,36360.0,36360.0,36360.0,36360.0,36360.0,36360.0
177,Nauru,0.0,0.0,0.0,0.0,0.0,0.0
178,New Zealand,101830.0,101765.99609375,101702.001953125,101637.998046875,101574.00390625,101510.0
179,OECD members,10732550.298919698,10735895.0864792,10739240.1449966,10742585.466156,10745930.6034088,10749275.2920914
180,Oman,20.0,20.0,20.0,20.0,20.0,20.0
181,Other small states,536138.5990360379,534398.993797898,532659.403606057,530919.79581207,529180.2080997829,527440.700305402
182,Pakistan,19020.0,18590.0,18160.0,17730.0,17300.0,16870.0
183,Panama,47820.0,47653.9990234375,47487.998046875,47322.001953125,47156.0009765625,46990.0
184,Peru,755280.0,753846.015625,752412.03125,750977.96875,749543.984375,748110.0
185,Philippines,70740.0,70272.001953125,69803.9990234375,69336.0009765625,68867.998046875,68400.0
186,Palau,402.999992370605,402.999992370605,402.999992370605,402.999992370605,402.999992370605,402.999992370605
187,Papua New Guinea,335860.0,335833.984375,335808.0078125,335781.9921875,335756.015625,335730.0
188,Poland,92000.0,92257.998046875,92515.99609375,92774.00390625,93032.001953125,93290.0
189,Pre-demographic dividend,5292530.0,5266055.93391418,5239582.02297211,5213107.97702789,5186634.06608582,5160160.0
190,Puerto Rico,4628.69995117188,4661.79992675781,4694.89990234375,4727.900085449221,4761.00006103516,4794.10003662109
191,"Korea, Dem. People’s Rep.",62990.0,61723.9990234375,60457.998046875,59192.001953125,57926.0009765625,56660.0
192,Portugal,32960.0,32846.0009765625,32731.999511718797,32618.000488281297,32503.9990234375,32390.0
193,Paraguay,184750.0,181700.0,178650.0,175600.0,172550.0,169500.0
194,West Bank and Gaza,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395,91.7000007629395
195,Pacific island small states,39883.4001064301,39818.9991283417,39754.5006084443,39689.9996471406,39625.601148605296,39561.200208663904
196,Post-demographic dividend,9903804.89865869,9907255.68204492,9910706.85056299,9914158.06027979,9917609.2080459,9921059.99204248
197,French Polynesia,1300.0,1350.0,1400.0,1450.0,1500.0,1550.0
198,Qatar,0.0,0.0,0.0,0.0,0.0,0.0
199,Romania,63910.0,64157.998046875,64406.0009765625,64653.9990234375,64902.001953125,65150.0
200,Russian Federation,8087900.0,8100591.25,8113282.5,8125973.75,8138665.0,8151356.25
201,Rwanda,3850.0,3972.00012207031,4093.99993896484,4216.00006103516,4337.99987792969,4460.0
202,South Asia,808266.499023438,812041.832275391,815816.9848632809,819592.314453125,823367.569580078,827142.900390625
203,Saudi Arabia,9770.0,9770.0,9770.0,9770.0,9770.0,9770.0
204,Sudan,,,,,,
205,Senegal,86730.0,86330.0,85930.0,85530.0,85130.0,84730.0
206,Singapore,163.500003814697,163.500003814697,163.500003814697,163.500003814697,163.500003814697,163.500003814697
207,Solomon Islands,22410.0,22353.9990234375,22298.000488281297,22241.999511718797,22186.0009765625,22130.0
208,Sierra Leone,28240.0,28043.9990234375,27848.000488281297,27651.999511718797,27456.0009765625,27260.0
209,El Salvador,3090.0,3046.00006103516,3002.00012207031,2957.99987792969,2913.99993896484,2870.0
210,San Marino,0.0,0.0,0.0,0.0,0.0,0.0
211,Somalia,71310.0,70542.001953125,69773.9990234375,69006.0009765625,68237.998046875,67470.0
212,Serbia,24760.0,25233.9990234375,25708.000488281297,26181.999511718797,26656.0009765625,27130.0
213,Sub-Saharan Africa (excluding high income),6175837.89997101,6143322.43442535,6110807.12795258,6078291.67205811,6045776.36562347,6013260.89996338
214,South Sudan,,,,,,
215,Sub-Saharan Africa,6176244.5999527,6143729.13440704,6111213.82793427,6078698.37203979,6046183.06560516,6013667.59994507
216,Small states,922129.099572003,920170.1007372141,918211.099839807,916252.098849714,914293.201712072,912334.300664365
217,Sao Tome and Principe,560.0,555.2000045776371,550.400009155273,545.6000137329099,540.800018310547,535.999984741211
218,Suriname,153710.0,153670.0,153630.0,153590.0,153550.0,153510.0
219,Slovak Republic,19320.0,19334.0002441406,19348.000488281297,19361.999511718797,19375.9997558594,19390.0
220,Slovenia,12430.0,12438.0004882813,12445.999755859399,12454.000244140601,12461.9995117188,12470.0
221,Sweden,282180.0,281890.0,281600.0,281310.0,281020.0,280730.0
222,Eswatini,5410.0,5454.00024414063,5497.99987792969,5542.00012207031,5585.99975585938,5630.0
223,Sint Maarten (Dutch part),,,,,,
224,Seychelles,406.69998168945295,406.69998168945295,406.69998168945295,406.69998168945295,406.69998168945295,406.69998168945295
225,Syrian Arab Republic,4610.0,4670.0,4730.0,4790.0,4850.0,4910.0
226,Turks and Caicos Islands,344.000015258789,344.000015258789,344.000015258789,344.000015258789,344.000015258789,344.000015258789
227,Chad,61410.0,60143.9990234375,58877.998046875,57612.001953125,56346.0009765625,55080.0
228,East Asia & Pacific (IDA & IBRD countries),4586439.57198143,4599904.05955315,4613368.35680962,4626832.73524284,4640297.26923943,4653761.77638054
229,Europe & Central Asia (IDA & IBRD countries),8820354.00024414,8835817.43865967,8851280.90545654,8866744.34356689,8882207.81097412,8897671.2487793
230,Togo,3860.0,3662.00012207031,3463.99993896484,3266.00006103516,3067.99987792969,2870.0
231,Thailand,161000.0,161297.998046875,161595.99609375,161894.00390625,162192.001953125,162490.0
232,Tajikistan,4100.0,4100.0,4100.0,4100.0,4100.0,4100.0
233,Turkmenistan,41270.0,41270.0,41270.0,41270.0,41270.0,41270.0
234,Latin America & the Caribbean (IDA & IBRD countries),9521758.09700966,9485636.71477318,9449515.17989159,9413394.01614189,9377272.48251915,9341151.199464802
235,Timor-Leste,7980.0,7867.999877929691,7755.99975585938,7644.00024414063,7532.000122070309,7420.0
236,Middle East & North Africa (IDA & IBRD countries),209025.804686546,210548.60688686397,212071.404204369,213594.205260277,215117.002577782,216639.80462551102
237,Tonga,90.0,90.0,90.0,90.0,90.0,90.0
238,South Asia (IDA & IBRD),808266.499023438,812041.832275391,815816.9848632809,819592.314453125,823367.569580078,827142.900390625
239,Sub-Saharan Africa (IDA & IBRD countries),6176244.5999527,6143729.13440704,6111213.82793427,6078698.37203979,6046183.06560516,6013667.59994507
240,Trinidad and Tobago,2300.0,2292.79998779297,2285.59997558594,2278.3999633789103,2271.19995117188,2263.9999389648397
241,Tunisia,9150.0,9300.0,9450.0,9600.0,9750.0,9900.0
242,Turkey,106620.0,107702.001953125,108784.00390625,109865.99609375,110947.998046875,112030.0
243,Tuvalu,10.0,10.0,10.0,10.0,10.0,10.0
244,Tanzania,499200.0,495200.0,491200.0,487200.0,483200.0,479200.0
245,Uganda,34290.0,32938.0004882813,31586.0009765625,30233.9990234375,28881.999511718797,27530.0
246,Ukraine,95750.0,95695.99609375,95642.001953125,95587.998046875,95534.00390625,95480.0
247,Upper middle income,20197261.7641735,20200172.6407719,20203083.0250263,20205994.105157897,20208904.847059302,20211815.721445102
248,Uruguay,15218.0004882813,15636.9995117188,16055.999755859399,16475.0,16894.0002441406,17313.000488281297
249,United States,3047570.0,3055495.9375,3063421.875,3071348.125,3079274.0625,3087200.0
250,Uzbekistan,32950.0,32911.0009765625,32871.9995117188,32833.0004882813,32793.9990234375,32755.0
251,St. Vincent and the Grenadines,260.0,262.000007629395,263.999996185303,266.000003814697,267.999992370605,270.0
252,"Venezuela, RB",477130.0,476713.984375,476298.0078125,475881.9921875,475466.015625,475050.0
253,British Virgin Islands,36.6000008583069,36.6000008583069,36.500000953674295,36.500000953674295,36.400001049041705,36.400001049041705
254,Virgin Islands (U.S.),187.29999542236303,186.20000839233398,185.0,183.899993896484,182.70000457763697,181.599998474121
255,Vietnam,130770.0,132872.001953125,134974.00390625,137075.99609375,139177.998046875,141280.0
256,Vanuatu,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0
257,World,40327427.0,40293287.6,40259147.7,40225008.7,40190869.1,40156729.7
258,Samoa,1710.0,1710.0,1710.0,1710.0,1710.0,1710.0
259,Kosovo,,,,,,
260,"Yemen, Rep.",5490.0,5490.0,5490.0,5490.0,5490.0,5490.0
261,South Africa,92410.0,92410.0,92410.0,92410.0,92410.0,92410.0
262,Zambia,503010.0,501343.984375,499678.0078125,498011.9921875,496346.015625,494680.0
263,Zimbabwe,172590.0,169320.0,166050.0,162780.0,159510.0,156240.0
